custom_id,season,episode_number,episode_title,air_date,source_notes,has_false_suspect,has_public_exposure,needs_deep_review,summary
lo_s22_e03,22,3,Camouflage,,"Mass shooting in Canal Street subway station; 7 DOA, 11+ injured; suspect John Nelson arrested; federal death penalty case",Y,Y,N,"A white supremacist commits a mass shooting targeting Asian Americans in a subway. Police initially pursue Aaron Rossi, who picked up the shooter's discarded gym bag containing ammunition. Rossi is publicly arrested and accused before being cleared when Jessica Farrell (the actual shooter's ex and mother of his child) provides information leading to the real perpetrator, John Nelson. Jessica is later forced to testify publicly despite promises of confidentiality, exposing her and her daughter to public scrutiny and online harassment."
lo_s22_e04,22,4,Benefit of the Doubt,,"Transcript shows Jerry Ryan (retired detective, godfather to Cosgrove's daughter) possibly planted the necklace evidence in the warehouse to frame Niles Harper for the murder of Christina Watkins. Multiple suspects were cleared during investigation.",Y,Y,N,"Christina Watkins, a published author, is found murdered. Initial suspect Victor Bernini (the chef criticized in her book) is publicly confronted and arrested in a dramatic standoff at his former restaurant, then cleared via alibi at a strip club. Actor Niles Harper becomes the prime suspect after lying about giving Christina a ride; he is arrested and convicted, but the episode strongly implies Detective Jerry Ryan planted the victim's necklace as evidence. Victor Bernini suffered severe public humiliation and arrest despite being innocent of the murder."
lo_s22_e05,22,5,12 Seconds,,Transcript shows a law student James Pell blackmailing Professor Ezra Nichols over a slur caught on video. Multiple people become suspects before the actual killer (Nichols' 14-year-old son Cyrus) is revealed.,Y,Y,N,"James Pell is murdered at a boathouse. Detectives initially suspect Sebastian (phone thief), Larry Brand (boathouse worker/fence), April Parks (Pell's ex), and a rival student before arresting Michelle Nichols (professor's wife). Ezra Nichols then falsely confesses. All are later cleared when evidence reveals the actual killer was Cyrus Nichols, the professor's 14-year-old son, who killed Pell to protect his family from blackmail."
lo_s22_e06,22,6,Vicious Cycle,,"Transcript shows Perry Sutton (fashion designer) murdered after confronting shoplifter Nick Castillo. The episode focuses on prosecuting Castillo, not wrongful accusations of innocent people.",N,N,N,"Fashion designer Perry Sutton is murdered after confronting shoplifter Nick Castillo outside a pharmacy. Detectives initially investigate Sutton's ex-girlfriend Sofia (who had threatened him) but she is quickly cleared via alibi. The episode primarily follows the prosecution of the actual perpetrator Castillo, who has 107 prior arrests. ADA Maroun discovers she previously handled a misdemeanor case against Castillo where victim Jasmine Omari mentioned a gun but the detail was lost in translation/case overload. No innocent person suffers meaningful harm from false accusation in this episode."
lo_s22_e07,22,7,Only the Lonely,,Full transcript provided,Y,Y,N,"Law student James Pell is murdered. Multiple suspects are investigated and publicly accused before the true killer is revealed to be 14-year-old Cyrus Nichols, who killed Pell to protect his father from blackmail. Several innocent people suffered exposure and consequences from false accusations during the investigation."
lo_s22_e08,22,8,Chain of Command,,Transcript analysis,Y,Y,N,"Alexander Lockett, former Army colonel and corporate executive, is murdered. Investigation initially focuses on business associates (Sonya Chakrabarti, CFO, and CEO) who had conflicts with him over a fraudulent loan. Both are publicly confronted and investigated but are later cleared. The actual killer is Luke Fallon, a veteran from Lockett's unit seeking revenge over burn pit exposure, though Lockett had actually tried to protect his men."
lo_s22_e09,22,9,The System,,Transcript analysis of S22E09 'The System',Y,Y,N,"Troy Booker is wrongfully arrested and charged with murder based on a coerced confession and circumstantial evidence (blood on clothes). He is held at Rikers for 18 months without trial. Video evidence later surfaces proving he was rendering aid to the victim, not committing murder. During this wrongful incarceration, he is threatened by a white supremacist inmate. He escapes, killing a corrections officer in the process, and is ultimately convicted of that killing. The episode extensively documents the harm caused by his wrongful prosecution."
lo_s22_e10,22,10,Land of Opportunity,,Transcript provided,Y,Y,N,"Venezuelan migrant Luis Morales is murdered after witnessing the burial of two construction workers killed in an accident. Multiple people are falsely accused during the investigation: Gavin Stulner (assaulted Morales the day before), Samantha Morris (pulled gun on Morales over alleged theft), and Randall Tully (foreman who buried the bodies). All three faced public exposure—Stulner via police questioning at work, Morris via investigation at her home, and Tully via arrest and public implication in wire-recorded conversation. The actual killer was Ian Belsky, hired by developer Eric Wise."
lo_s22_e11,22,11,Second Chance,,Transcript appears complete with full investigation and trial,Y,Y,N,"Derek Stanton is murdered. Jordan Spall, an ex-con who served time with Stanton at Fishkill, becomes an early suspect based on his refusal to answer Stanton's calls and their history of fighting in prison. He is publicly chased and arrested but later cleared. The actual perpetrator is Jesse Erickson, a prep school student who killed Stanton while high on concentrated cannabis."
lo_s22_e12,22,12,Almost Famous,,Full transcript provided,Y,Y,N,"A 14-year-old boy, Eli Barone, is shot and killed by building superintendent Virgil Gilbert when Eli kicks in Gilbert's door as part of a social media 'door-kick challenge' orchestrated by influencer manager Jason Wheeler. Initially, Sean Kapinski (a registered sex offender working as an acting coach) is suspected, and Virgil Gilbert is accused of murder before self-defense is established. The defense falsely accuses Gilbert of having pedophilic interest in Eli during trial. Jason Wheeler is ultimately convicted of manslaughter for causing Eli's death through reckless endangerment of minors."
lo_s22_e13,22,13,Mammon,,Complex case involving a murder-for-hire by a prosperity gospel pastor. Multiple suspects cleared during investigation.,Y,Y,N,"Emily Wade is murdered outside her apartment. Investigation initially focuses on ex-boyfriend Nathan Brae and then current boyfriend Bobby Gorman, both cleared. Evidence leads to Reverend Henry Sherman driving a church van, who is arrested and charged. Sherman initially cooperates, revealing Pastor Mike Butler hired him to kill Emily after she threatened to expose his fraudulent prosperity gospel scheme. Sherman later recants on the stand (likely due to witness tampering), but other evidence convicts Pastor Mike. Multiple innocent people publicly accused and exposed during the investigation."
lo_s22_e14,22,14,Heroes,,Transcript provided,Y,Y,N,"A nightclub shooting kills model Hannah Gray. Police initially suspect rapper King Matisse when they discover he deleted surveillance video, but he did so only to hide that he ran from danger rather than protecting Hannah. Officer Nick Riley initially lies about his arrival time and seeing the shooter, then admits he froze in his patrol car. His testimony convicts Bishop Bell of murder. Riley commits suicide after public exposure of his cowardice. Matisse's reputation is publicly damaged despite being innocent of the shooting."
lo_s22_e15,22,15,Fear and Loathing,,Full transcript provided,Y,Y,N,"Dr. Darian Marshall, a heart surgeon, is killed by Brian Burke who claims self-defense based on a false social media post by Daniel Deluca depicting Marshall as an armed, dangerous Black man. The episode also features Detective Jalen Shaw being racially profiled by fellow officers Wagner and Farley, who mistake him for a murder suspect. Shaw faces retaliation when he files a complaint, ultimately being suspended while the officers who profiled him face no consequences."
lo_s22_e16,22,16,Deadline,,Transcript provided,Y,Y,N,"Jacob Ackerman, a legendary journalist, is murdered while investigating city embezzlement involving a shell company (SiteShield) responsible for fire safety door failures that killed six people. Lucas Hobbs, a neo-Nazi who vandalized Ackerman's house, is initially suspected but cleared. Lamar Cordell, a podcaster who threatened Ackerman online, is also ruled out via alibi. David Costa is eventually convicted of Ackerman's murder, having also killed Deputy Mayor Patricia Simonian to cover up their embezzlement scheme."
